_ID,NAME,EMAIL,DESIGNATION,APPROVER,APPROVAL,STATUS,SKILLS,ORGANIZATION,DURATIONINWEEKS,PROJECTNAME,YEARS,SKILLSGAINED,MENTOR,CLIENT,SKILLMODE
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Maurice Carter,pending,Power BI,"Rice, Ortiz and Stewart",37,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Donald Meyer,approved,AWS Lambda,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Dustin Contreras,pending,Power BI,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Tammy Turner,deny,React Native,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Maurice Carter,pending,Power BI,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Donald Meyer,approved,AWS Lambda,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Dustin Contreras,pending,Power BI,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Tammy Turner,deny,React Native,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Maurice Carter,pending,Power BI,"Little, Gutierrez and Fitzgerald",42,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Donald Meyer,approved,AWS Lambda,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Dustin Contreras,pending,Power BI,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Tammy Turner,deny,React Native,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Maurice Carter,pending,Power BI,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Donald Meyer,approved,AWS Lambda,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Dustin Contreras,pending,Power BI,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Tammy Turner,deny,React Native,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154151f18a366646f01e54,John Duran,carol00@example.org,Technology Solution Consultant,John Duran,Maurice Carter,pending,Power BI,Smith-Rosario,3,Creating Interactive Presentations with Slides and React,1,AWS Lambda,Michael Welch,Taylor Group,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,personalProjects
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Data Analysis Automation with Python and Alteryx,9,AWS,Christine Myers,"Black, Reilly and Martin",previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Church-Powell,48,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,"Ferguson, Compton and Walters",30,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Morris-Tanner,3,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f4c,Tony Moore,stephen33@example.net,Software Engineer,Tony Moore,James Curry,deny,Python,Grant Group,12,Real-time Dashboard Development with Power BI and Snowflake,1,Angular,Kyle Ray,Valenzuela LLC,previouslyGained
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Mccoy Group,42,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Castillo-Daniels,43,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Snyder-Griffith,1,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,"Moore, Clark and Scott",3,Mobile App Development using React Native and AWS Amplify,3,React,Teresa Santos,"Hoover, Johnson and Wells",personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Mccoy Group,42,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Castillo-Daniels,43,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,Snyder-Griffith,1,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Rebecca Leblanc,approved,PHP,"Moore, Clark and Scott",3,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Sharon Wiggins,pending,React,"Moore, Clark and Scott",3,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
66154159f18a366646f01f64,Robert Jordan,jeremysmith@example.com,Technology Solution Consultant,Robert Jordan,Kimberly Soto,pending,Presenting,"Moore, Clark and Scott",3,Data Visualization Platform Development with Power BI and React,4,Project Mgmt,Amanda Parker,Hernandez and Sons,personalProjects
