_id,approver,approval,skills,status
66154178f18a366646f0256e,Christina Graves,Amanda Wright,ADF,approved
66154178f18a366646f0256f,Tiffany Morgan,Ariel Peterson,Project Mgmt,approved
66154178f18a366646f02570,Sherry Stanley,Mary Taylor,React Native,approved
66154179f18a366646f02571,Faith Ryan,Juan Myers,Alteryx,deny
66154179f18a366646f02572,Melissa Morris,Benjamin Cruz,PHP,pending
66154179f18a366646f02573,Aaron Turner,Stephen Reeves,Alteryx,pending
66154179f18a366646f02574,Brandi Walker,Melissa Campos,Slides,pending
66154179f18a366646f02575,Jennifer Singh,Jaime Rogers,Angular,deny
66154179f18a366646f02576,Brittany Jones,Christopher Osborn,React,approved
66154179f18a366646f02577,Patricia Dunn,Andrew Hansen,Power BI,deny
66154179f18a366646f02578,Cristina Obrien,Scott Foley,Alteryx,deny
66154179f18a366646f02579,Sandra Davis,Dr. Jennifer Horn,Presenting,deny
66154179f18a366646f0257a,Joshua Holland,Michael Smith,Power BI,approved
66154179f18a366646f0257b,Tyler Young,Chad Peck,Slides,pending
66154179f18a366646f0257c,Lisa Rodriguez,Donna Horn,Python,pending
66154179f18a366646f0257d,Pamela Price,Tara Foster,Slides,approved
66154179f18a366646f0257e,Teresa Herman,Christopher Young,AWS Lambda,deny
66154179f18a366646f0257f,Jason Cunningham,Daniel Bowers,React Native,approved
66154179f18a366646f02580,Corey Gomez,Mary Brown DVM,ADF,deny
66154179f18a366646f02581,Shane Friedman,Brianna Garner,Slides,pending
66154179f18a366646f02582,Ashley Ware,Carla Dean,AWS,pending
66154179f18a366646f02583,Martin Thompson,Nina Sullivan,Slides,deny
66154179f18a366646f02584,Ronald Hansen DDS,Jill Bond,Project Mgmt,approved
66154179f18a366646f02585,Brandi Jackson,Phillip Hernandez,Snowflake,pending
66154179f18a366646f02586,Mrs. Erika Evans PhD,Casey Johnson,Snowflake,pending
66154179f18a366646f02587,Phillip Michael,Devin Espinoza,Project Mgmt,approved
66154179f18a366646f02588,Sarah Daniels,Ashley Mitchell,Power BI,deny
66154179f18a366646f02589,Dale Hill,Andrew Garcia,ADF,approved
66154179f18a366646f0258a,Todd Castro,Robert Gallagher,AWS Lambda,deny
66154179f18a366646f0258b,Emily Anderson,April Brown,Snowflake,deny
66154179f18a366646f0258c,Linda Boyd,Andrea Ramirez,AWS,pending
66154179f18a366646f0258d,Helen Cuevas,Benjamin Cruz,Angular,pending
66154179f18a366646f0258e,Randy Hobbs,Jessica Shannon,Python,pending
66154179f18a366646f0258f,Glenn Kane,Benjamin Hanson,React Native,deny
66154179f18a366646f02590,Wanda Garcia,Andrew Lester,Project Mgmt,deny
66154179f18a366646f02591,Nancy Kirk,Laura Harrington,React Native,approved
66154179f18a366646f02592,Zachary Sanders,Cristina Obrien,AWS,pending
66154179f18a366646f02593,Sarah Bennett,Marco Dean,Snowflake,approved
66154179f18a366646f02594,James Owens,Kendra Klein,Angular,approved
66154179f18a366646f02595,Kevin Clements,Philip Brown,Power BI,approved
66154179f18a366646f02596,Christy Murray,Katherine Austin,ADF,deny
66154179f18a366646f02597,Cynthia Leonard,Tamara Wise,Power BI,approved
66154179f18a366646f02598,Brian Smith,Kayla Mitchell,Presenting,approved
66154179f18a366646f02599,Mrs. Miranda Finley,Denise Wells,Slides,deny
66154179f18a366646f0259a,Christopher Ortiz,Nicole Drake,Python,pending
66154179f18a366646f0259b,Stephanie Irwin,Paul Cruz,Presenting,approved
66154179f18a366646f0259c,Joseph Dillon,Brandi Jackson,Power BI,approved
66154179f18a366646f0259d,Carol Davis,Cameron Valencia,React Native,pending
66154179f18a366646f0259e,Rachel Gibbs,Jesse Jenkins,Alteryx,approved
66154179f18a366646f0259f,Melissa Gross,Joy Reyes,Angular,pending
66154179f18a366646f025a0,Thomas Combs,Joshua Sanchez,Presenting,approved
66154179f18a366646f025a1,Nina Sullivan,Todd Atkins,Snowflake,approved
66154179f18a366646f025a2,Maureen White,Dennis Jackson,Project Mgmt,deny
66154179f18a366646f025a3,Michael Proctor,Kristy Clements,Alteryx,pending
66154179f18a366646f025a4,Grant Harris,Jason Warner,Python,deny
66154179f18a366646f025a5,Jeffrey White,Andrew Garcia,Slides,pending
66154179f18a366646f025a6,Christine Zimmerman,Christine Thompson,ADF,pending
66154179f18a366646f025a7,Monica Ortiz,Angela Houston,Power BI,deny
66154179f18a366646f025a8,Grant Harris,Michael Jones,Presenting,pending
66154179f18a366646f025a9,Mrs. Debra Miller MD,Sarah Mejia,PHP,approved
66154179f18a366646f025aa,James Valentine,Peter Hawkins,Snowflake,deny
66154179f18a366646f025ab,Michael Henderson,Caleb Cook,Slides,pending
66154179f18a366646f025ac,Melissa Gross,Cassandra Newton,Snowflake,pending
66154179f18a366646f025ad,Cody Simpson,Christopher Hoffman,Slides,deny
66154179f18a366646f025ae,Janet Burch,Tim Jackson,Slides,deny
66154179f18a366646f025af,Larry Romero,Marcus Gray,React Native,pending
66154179f18a366646f025b0,Rachel Gibbs,Robin Alvarez,Slides,approved
66154179f18a366646f025b1,Grant Harris,Diana Wood,Project Mgmt,approved
66154179f18a366646f025b2,Pamela Rice,Lori Acosta,Slides,deny
66154179f18a366646f025b3,Vickie Mcpherson DDS,John Leon,PHP,pending
66154179f18a366646f025b4,Daniel Bowers,Dana Rivera,Alteryx,deny
66154179f18a366646f025b5,Walter Lawson,Laura Miller,Power BI,deny
66154179f18a366646f025b6,Jay Hart,Ralph Clay,AWS,deny
66154179f18a366646f025b7,Kathleen Stanley MD,David Conrad,Slides,approved
66154179f18a366646f025b8,Bryan Proctor,Mrs. Miranda Finley,Snowflake,approved
66154179f18a366646f025b9,Misty Johnson,Michael Sawyer,Power BI,pending
66154179f18a366646f025ba,Chad Weaver,Yvette Gordon,ADF,pending
66154179f18a366646f025bb,Mrs. Meagan Ware,Jody Cooper,PHP,deny
66154179f18a366646f025bc,Mary Berry,Tracy Taylor,Power BI,approved
66154179f18a366646f025bd,Derrick Ryan,Megan Miller,PHP,approved
66154179f18a366646f025be,Victor Bowman,Desiree Martinez,Python,deny
66154179f18a366646f025bf,Desiree Martin,Debbie Smith,Power BI,deny
66154179f18a366646f025c0,Jessica Soto,Alex Brown MD,Project Mgmt,pending
66154179f18a366646f025c1,Jeffrey Stevens,Melissa Sosa,ADF,deny
66154179f18a366646f025c2,Robert Allen,Laurie Leon,Presenting,deny
66154179f18a366646f025c3,Monica Cain,Crystal Solis,ADF,pending
66154179f18a366646f025c4,Roy Park,Raymond Callahan,AWS,approved
66154179f18a366646f025c5,Michael Espinoza,Chad Garcia,Snowflake,approved
66154179f18a366646f025c6,Andrew Garcia,Tonya Shelton,Alteryx,pending
66154179f18a366646f025c7,Virginia Hicks,Jill Wade,ADF,approved
66154179f18a366646f025c8,Brian Garcia MD,Martin Thompson,Angular,pending
66154179f18a366646f025c9,Stephen Mcdonald,Nina Sullivan,ADF,approved
66154179f18a366646f025ca,Daniel Brown,Grant Harris,Slides,pending
66154179f18a366646f025cb,Carrie Black,Breanna Smith,Python,approved
66154179f18a366646f025cc,Jennifer Green,Melissa Morris,Project Mgmt,pending
66154179f18a366646f025cd,Maria Porter,Mary Smith,Snowflake,deny
66154179f18a366646f025ce,Brandon Byrd,Pam Gonzalez,Angular,deny
66154179f18a366646f025cf,Gloria Morse PhD,Jacqueline Willis,Slides,approved
66154179f18a366646f025d0,Jill Alexander,Paul Chen,Python,approved
66154179f18a366646f025d1,Maria Porter,Steven Vance,Python,pending
66154179f18a366646f025d2,Daniel White,Jacqueline Khan,AWS Lambda,pending
66154179f18a366646f025d3,Stacey Browning,Brian Li,ADF,deny
66154179f18a366646f025d4,Jay Hart,Hannah Kaufman,Slides,deny
66154179f18a366646f025d5,Crystal Solis,Pamela Cook,AWS,pending
66154179f18a366646f025d6,Nicole Kelley,Christy Murray,PHP,pending
66154179f18a366646f025d7,Hannah Carroll,Jonathan Martinez,Alteryx,approved
66154179f18a366646f025d8,Christopher Le,Barbara Davis,Angular,pending
66154179f18a366646f025d9,Dr. Don Johnson,Alison Brown,Angular,deny
66154179f18a366646f025da,Paula Powers,Breanna Smith,Slides,deny
66154179f18a366646f025db,Erica Archer,Ronald Hansen DDS,AWS Lambda,deny
66154179f18a366646f025dc,Jennifer Adams,Lisa Gutierrez,Project Mgmt,approved
66154179f18a366646f025dd,Jamie Brown,Robert Johnson,React,approved
66154179f18a366646f025de,David Conrad,Melissa Jacobs,Snowflake,deny
66154179f18a366646f025df,Taylor Lara,Ashley Nichols,Alteryx,approved
66154179f18a366646f025e0,Aaron Turner,Michael Proctor,PHP,pending
6615417af18a366646f025e1,Mrs. Miranda Finley,Michael Henderson,Alteryx,approved
6615417af18a366646f025e2,Gary Ford,Douglas Scott,Presenting,approved
6615417af18a366646f025e3,Jason Shields,Jennifer Hall,React Native,deny
6615417af18a366646f025e4,Lisa Morales,Tonya Shelton,Alteryx,deny
6615417af18a366646f025e5,Andrew Delgado,Nicholas Hogan,React Native,pending
6615417af18a366646f025e6,Theresa Roman,Desiree Martinez,PHP,pending
6615417af18a366646f025e7,Thomas Stone,Nicholas Ortiz,Alteryx,approved
6615417af18a366646f025e8,Christian Cabrera,Christine Mitchell,AWS,approved
6615417af18a366646f025e9,Kathryn Nelson,Jennifer Green,Python,deny
6615417af18a366646f025ea,Mark Brown,Lindsey Smith,Python,pending
6615417af18a366646f025eb,Jasmine Snow,Donna Horn,React,pending
6615417af18a366646f025ec,Donna Burton,Jared Mcclain Jr.,Power BI,approved
6615417af18a366646f025ed,Melissa Perez,Eric Hill,React,approved
6615417af18a366646f025ee,Ricky Holland,Brandi Jackson,Presenting,pending
6615417af18a366646f025ef,Joseph Cline,Emily Hill,ADF,approved
6615417af18a366646f025f0,Matthew Lambert,Nicholas Hogan,ADF,pending
6615417af18a366646f025f1,Cindy Lewis,Savannah Gregory,React,deny
6615417af18a366646f025f2,Mary Smith,Tamara Collins,AWS Lambda,pending
6615417af18a366646f025f3,Tiffany Rivera,David Cole,ADF,approved
6615417af18a366646f025f4,William Black,Mr. Jacob Novak,Python,deny
6615417af18a366646f025f5,Daniel Bowers,Ariel Peterson,Presenting,approved
6615417af18a366646f025f6,Joseph Price,Donald Carr,Angular,pending
6615417af18a366646f025f7,Emily Mills,David Washington,Project Mgmt,deny
6615417af18a366646f025f8,Erin Fuller,Monica Gomez,PHP,approved
6615417af18a366646f025f9,Matthew Morales,Tamara Wise,Python,approved
6615417af18a366646f025fa,Jason Shields,Teresa Herman,AWS,approved
6615417af18a366646f025fb,Steven Williams,Darlene Silva,ADF,deny
6615417af18a366646f025fc,Danielle Flores,Marie Watson,Power BI,pending
6615417af18a366646f025fd,Richard Wilkins,Anthony Sanchez,ADF,approved
6615417af18a366646f025fe,James Smith,Samuel Mosley,Power BI,pending
6615417af18a366646f025ff,Robert Johnson,Misty Johnson,Angular,deny
6615417af18a366646f02600,Ashley Obrien,Tracy Taylor,AWS Lambda,approved
6615417af18a366646f02601,Kathleen Stanley MD,Jamie Hunt,Presenting,deny
6615417af18a366646f02602,Matthew Reyes,Thomas Stafford,Angular,pending
6615417af18a366646f02603,Scott Atkins,Christopher Valdez,Power BI,deny
6615417af18a366646f02604,Donald Schultz,Matthew Wilson,AWS Lambda,pending
6615417af18a366646f02605,Lawrence Dudley,Audrey Arnold,PHP,approved
6615417af18a366646f02606,Alan Watson,Gavin Richardson,Snowflake,approved
6615417af18a366646f02607,Jamie Williams,Jamie Brown,AWS,deny
6615417af18a366646f02608,Anna Russell DDS,Lori Rodriguez,ADF,deny
6615417af18a366646f02609,Brandon Byrd,Shelly Moss,PHP,approved
6615417af18a366646f0260a,Teresa Ortiz,Tony Hobbs,Slides,deny
6615417af18a366646f0260b,James Taylor,Michael Gonzales,Power BI,approved
6615417af18a366646f0260c,Thomas Combs,Angela Morton,Power BI,pending
6615417af18a366646f0260d,Stephen Lawson DVM,Deborah Thompson DDS,React Native,approved
6615417af18a366646f0260e,Mary Clark,Lisa Gutierrez,Slides,approved
6615417af18a366646f0260f,Michael Proctor,Andre Ryan,Python,deny
6615417af18a366646f02610,Melissa Reynolds,Robert Walsh,AWS Lambda,deny
6615417af18a366646f02611,Mr. Mario Walker,Rebecca Francis,Power BI,pending
6615417af18a366646f02612,Jennifer Green,Jessica Knox,Python,deny
6615417af18a366646f02613,Melissa Reynolds,Jesse Jenkins,Angular,pending
6615417af18a366646f02614,Hannah Garcia,Amber Cordova,Presenting,approved
6615417af18a366646f02615,Chloe Crawford,Aaron Walton,PHP,pending
6615417af18a366646f02616,Wayne Montgomery,Christine Harris,PHP,approved
6615417af18a366646f02617,Stephen Mcdonald,Cassie Erickson,Project Mgmt,pending
6615417af18a366646f02618,Jacqueline Rubio,Monica Douglas,React Native,approved
6615417af18a366646f02619,Kendra Snyder,Christopher Osborn,Snowflake,approved
6615417af18a366646f0261a,Joshua Perez,Maria Porter,Presenting,approved
6615417af18a366646f0261b,Roy Mcdonald,Ann Garcia,React,deny
6615417af18a366646f0261c,Alex Brown MD,William Moore,Alteryx,pending
6615417af18a366646f0261d,Emily Hill,Casey Griffin,Project Mgmt,deny
6615417af18a366646f0261e,Melissa Manning,Taylor Johnson,ADF,approved
6615417af18a366646f0261f,Wanda Garcia,Brian Lewis,Snowflake,approved
6615417af18a366646f02620,Duane Long,Kaylee Harper,React Native,pending
6615417af18a366646f02621,Joshua Sanchez,Nina Sullivan,Project Mgmt,deny
6615417af18a366646f02622,Brittany Harrison,Thomas Combs,Snowflake,pending
6615417af18a366646f02623,James Wright,Lisa Rodriguez,Python,deny
6615417af18a366646f02624,Chloe Crawford,Richard Davis,Snowflake,pending
6615417af18a366646f02625,Michael Briggs,Andrew Hansen,ADF,approved
6615417af18a366646f02626,Cindy Carter,Cameron Valencia,React Native,deny
6615417af18a366646f02627,Leslie Decker,Dale Hill,AWS,deny
6615417af18a366646f02628,Karen Jackson,Philip Deleon,PHP,deny
6615417af18a366646f02629,Kevin Anderson DDS,Jason Ibarra,AWS Lambda,deny
6615417af18a366646f0262a,Scott Foley,Carol Davis,Python,pending
6615417af18a366646f0262b,Matthew Lambert,Christopher Davis,AWS,deny
6615417af18a366646f0262c,Larry Romero,Ryan Sanchez,PHP,pending
6615417af18a366646f0262d,Michael Espinoza,Lisa Obrien,Project Mgmt,approved
6615417af18a366646f0262e,James Owens,Erica Ortega,Slides,approved
6615417af18a366646f0262f,Laura Brown,Chad Garcia,Presenting,pending
6615417af18a366646f02630,Ryan Chapman,Anna Mitchell,Project Mgmt,pending
6615417af18a366646f02631,Shawn Fisher,Becky Moran,Snowflake,approved
6615417af18a366646f02632,Robin Lopez,William Hill,ADF,pending
6615417af18a366646f02633,Vanessa Landry,Sarah Gonzalez,Python,approved
6615417af18a366646f02634,Ronald Wilson,Jared Mcclain Jr.,ADF,pending
6615417bf18a366646f02635,Charlotte Fuller,Belinda Brown,Angular,approved
6615417bf18a366646f02636,Theresa Roman,Samuel Frye,Slides,deny
6615417bf18a366646f02637,Richard Kim,Marie Watson,Slides,deny
6615417bf18a366646f02638,Zachary Sanders,Jody Martinez,AWS,approved
6615417bf18a366646f02639,Mary Miller,Jacqueline Rubio,ADF,approved
6615417bf18a366646f0263a,Douglas Scott,Taylor Lara,Angular,approved
6615417bf18a366646f0263b,Cesar Davis,Kendra Bell,Power BI,pending
6615417bf18a366646f0263c,Nicholas Hogan,Raymond Callahan,Project Mgmt,approved
6615417bf18a366646f0263d,Charles Parker,Kelly Thomas,React Native,deny
6615417bf18a366646f0263e,Timothy Dixon,Jacob Lee,React Native,pending
6615417bf18a366646f0263f,Devin Espinoza,Alyssa Campbell,AWS Lambda,deny
6615417bf18a366646f02640,Katrina Peters,Michael Myers,Python,pending
6615417bf18a366646f02641,Amber Ramsey,Benjamin Cruz,PHP,pending
6615417bf18a366646f02642,Peter Erickson,Christopher Osborn,React,pending
6615417bf18a366646f02643,Joshua Robinson,April Brown,Alteryx,pending
6615417bf18a366646f02644,Eric Tyler,Dr. Jennifer Horn,AWS,deny
6615417bf18a366646f02645,Kyle Lee,Kevin Beard,Angular,pending
6615417bf18a366646f02646,Ronald Herrera,Thomas Rice,Project Mgmt,deny
6615417bf18a366646f02647,Cindy Carter,Charlotte Fuller,ADF,approved
6615417bf18a366646f02648,George Lee,Sean Dougherty,Snowflake,deny
6615417cf18a366646f02649,Mr. Benjamin Perkins,Daniel Hall,Python,pending
6615417cf18a366646f0264a,Jeffrey White,Jane Thompson,Presenting,deny
6615417cf18a366646f0264b,Shane Friedman,Miss Kristina Ford,Snowflake,approved
6615417cf18a366646f0264c,Brandi Walker,Donna Brown,Slides,deny
6615417cf18a366646f0264d,Alexander Webster,Mr. Bobby Arnold,ADF,approved
6615417cf18a366646f0264e,Jody Martinez,Robert Holmes,PHP,deny
6615417cf18a366646f0264f,Sarah Daniels,Mariah Liu,AWS,pending
6615417cf18a366646f02650,Amy Graham,Mr. Mario Walker,Project Mgmt,deny
6615417cf18a366646f02651,Mr. Bobby Arnold,Bradley Graham,Angular,approved
6615417cf18a366646f02652,Brian Lewis,Jessica Knox,Project Mgmt,approved
6615417cf18a366646f02653,Matthew Wilson,Scott Foley,React,approved
6615417cf18a366646f02654,Christopher Matthews,Michael Huber,Python,deny
6615417cf18a366646f02655,Barry Deleon,Richard Sanchez,Slides,approved
6615417cf18a366646f02656,Walter Lawson,Michael Smith,AWS,approved
6615417cf18a366646f02657,Casey Johnson,Tyler Brown,ADF,deny
6615417cf18a366646f02658,Joshua Robinson,Amanda Wright,React Native,deny
6615417cf18a366646f02659,Michael Jones,Robert Allen,Angular,approved
6615417cf18a366646f0265a,Brittany Baird,Joshua Johnston,Power BI,approved
6615417cf18a366646f0265b,James Taylor,Belinda Brown,Alteryx,approved
6615417cf18a366646f0265c,Tim Jackson,Tina Chase,Angular,deny
6615417cf18a366646f0265d,Daniel Bowers,Ashley Cruz,ADF,deny
6615417cf18a366646f0265e,Patricia Douglas,Erin Lewis,Project Mgmt,pending
6615417cf18a366646f0265f,Dana Rivera,Vanessa Roberts,Python,approved
6615417cf18a366646f02660,Lisa Obrien,Daniel White,Snowflake,deny
6615417cf18a366646f02661,Christopher Rodriguez,Paul Cruz,Project Mgmt,approved
6615417cf18a366646f02662,Susan Norton,Pamela Price,AWS Lambda,approved
6615417cf18a366646f02663,Alex Brown MD,Caroline Lucas,Project Mgmt,pending
6615417cf18a366646f02664,Pamela Cummings,Brian Wiley,Slides,approved
6615417cf18a366646f02665,Joshua Jacobson,Robert Barajas,Python,deny
6615417cf18a366646f02666,Elizabeth Stewart,Brian Lewis,Python,pending
6615417cf18a366646f02667,Donald Carr,Randy Stewart,ADF,deny
6615417cf18a366646f02668,Stacy Jones,Christopher Matthews,Power BI,approved
6615417cf18a366646f02669,Robert Johnson,Jessica Marsh,ADF,deny
6615417cf18a366646f0266a,Benjamin Cox,James Carroll,React Native,deny
6615417cf18a366646f0266b,Caleb Cook,Megan Thomas,Power BI,pending
6615417cf18a366646f0266c,Shannon Miller,Mr. Joseph Palmer,Slides,deny
6615417cf18a366646f0266d,Lawrence Dudley,Keith Greene,Python,approved
6615417cf18a366646f0266e,Katherine Lopez,Gina Johnson,AWS Lambda,approved
6615417cf18a366646f0266f,Alexander Andrews,Kyle Thompson,AWS,deny
6615417cf18a366646f02670,Lisa Obrien,Darrell Anderson,Angular,pending
6615417cf18a366646f02671,Duane Long,Kim Mora,ADF,pending
6615417cf18a366646f02672,David Cole,Paul Kelley,React,approved
6615417cf18a366646f02673,Tracy Taylor,Mark Brown,Power BI,pending
6615417cf18a366646f02674,Dana Rivera,Amy Graham,ADF,pending
6615417cf18a366646f02675,David Sharp,Jeffrey White,AWS Lambda,pending
6615417cf18a366646f02676,Lisa Farrell,Tonya Shelton,Power BI,deny
6615417cf18a366646f02677,Kendra Snyder,Christopher Ortiz,Project Mgmt,pending
6615417cf18a366646f02678,James Sutton,Joshua Baldwin,React,pending
6615417cf18a366646f02679,Michael Lee MD,David Kaufman,Presenting,approved
6615417cf18a366646f0267a,Rose Knight,Mindy Bailey,PHP,deny
6615417cf18a366646f0267b,Victoria Henson,Stacy Jones,Presenting,deny
6615417cf18a366646f0267c,Jennifer Campos,Jeffrey Garcia,Presenting,pending
6615417cf18a366646f0267d,Paul Cruz,Jennifer Campos,AWS Lambda,pending
6615417cf18a366646f0267e,Luke Coffey,Donald Carr,Alteryx,approved
6615417cf18a366646f0267f,Wayne Montgomery,Haley Hicks,AWS,approved
6615417cf18a366646f02680,Ashlee Pace,Ryan Wolfe,Slides,deny
6615417cf18a366646f02681,Audrey Arnold,Richard Sanchez,React Native,approved
6615417cf18a366646f02682,Caroline Lucas,Austin Peterson,Project Mgmt,pending
6615417cf18a366646f02683,Thomas Combs,Robert Johnson,ADF,deny
6615417cf18a366646f02684,James Carroll,Anthony Sanchez,Presenting,deny
6615417cf18a366646f02685,Roger Carr,Stephen Mcdonald,Slides,pending
6615417cf18a366646f02686,Lisa Cervantes,Jamie Wright,Presenting,approved
6615417cf18a366646f02687,Roger Carr,Beth Perez,ADF,approved
6615417cf18a366646f02688,Mark Gomez,Mr. Vincent Faulkner Jr.,Power BI,pending
6615417cf18a366646f02689,Pamela Rice,Stephanie Bennett,React,approved
6615417cf18a366646f0268a,Lisa Mitchell,Mark Brown,PHP,approved
6615417cf18a366646f0268b,Gavin Lee,John Baker,Presenting,deny
6615417cf18a366646f0268c,Brandon Walsh,Rebecca Ramirez,React,pending
6615417cf18a366646f0268d,Anna Russell DDS,Jamie Williams,Power BI,pending
6615417cf18a366646f0268e,Ann Mack,Barbara Dodson,Power BI,approved
6615417cf18a366646f0268f,Levi Miller MD,Robin Lopez,React,deny
6615417cf18a366646f02690,Amber Ramsey,Susan Arnold,Power BI,approved
6615417cf18a366646f02691,Rebecca Francis,Christine Mitchell,React Native,pending
6615417cf18a366646f02692,Christina Graves,Morgan Roberts,PHP,pending
6615417cf18a366646f02693,James Waters,Seth Stewart,AWS Lambda,deny
6615417cf18a366646f02694,Katrina Todd,Brandon Beard,AWS,pending
6615417cf18a366646f02695,Dennis Jackson,Bobby Robinson,PHP,deny
6615417cf18a366646f02696,Kaylee Harper,Adam Miller,Angular,pending
6615417cf18a366646f02697,Philip Deleon,Kelsey Allen,AWS Lambda,approved
6615417cf18a366646f02698,Andrew Delgado,Tammy Sparks,React Native,deny
6615417cf18a366646f02699,Ronald Wilson,Lisa Farrell,Project Mgmt,pending
6615417cf18a366646f0269a,Alan Watson,April Brown,Snowflake,approved
6615417cf18a366646f0269b,Gabriel Gaines,Juan Myers,Slides,pending
6615417cf18a366646f0269c,Austin Peterson,Tyler Brown,Presenting,deny
6615417cf18a366646f0269d,Jessica Lucas,Jason Bailey,React,approved
6615417cf18a366646f0269e,Mark Cannon,Brian Russo,PHP,deny
6615417cf18a366646f0269f,Alyssa Campbell,Matthew Rodriguez,Slides,deny
6615417cf18a366646f026a0,Wanda Garcia,Tommy Webb,PHP,deny
6615417cf18a366646f026a1,Sarah Kelly,Susan Romero,AWS,deny
6615417cf18a366646f026a2,Diana Anderson,Susan Higgins,Alteryx,deny
6615417cf18a366646f026a3,Hannah Garcia,Melissa Gross,Snowflake,pending
6615417cf18a366646f026a4,Gary Allen,Jessica Rivera,React Native,pending
6615417cf18a366646f026a5,Hannah Carroll,Benjamin Gillespie,AWS Lambda,deny
6615417cf18a366646f026a6,Derek Hernandez,Daniel Peterson,Alteryx,approved
6615417cf18a366646f026a7,Belinda Matthews,Gary Allen,Python,pending
6615417cf18a366646f026a8,Michael Miller,Sonya Delgado,React Native,deny
6615417cf18a366646f026a9,Daniel Martinez,Shawn Fisher,Project Mgmt,deny
6615417cf18a366646f026aa,Steven Banks,Daniel Doyle,Power BI,deny
6615417cf18a366646f026ab,Natalie Ritter,Seth Stewart,React Native,deny
6615417cf18a366646f026ac,Selena Sims,Rachel Moreno,AWS Lambda,deny
6615417cf18a366646f026ad,John Bryant,Melissa Gross,Power BI,pending
6615417cf18a366646f026ae,Jill Wade,Christopher Torres,Python,approved
6615417cf18a366646f026af,Austin Watson,Duane Foster,ADF,deny
6615417cf18a366646f026b0,Brent Walters,Mark Bartlett,AWS Lambda,pending
6615417cf18a366646f026b1,James Smith,Sheila Burke,React Native,deny
6615417cf18a366646f026b2,David Morrison,Pamela Cummings,Power BI,approved
6615417cf18a366646f026b3,Cameron Diaz,Jill Bond,Snowflake,deny
6615417cf18a366646f026b4,Katrina Scott,Melissa Jacobs,React Native,approved
6615417cf18a366646f026b5,Stephen Reeves,Teresa Herman,Angular,approved
6615417cf18a366646f026b6,Joshua Holland,Dana Jones,Snowflake,pending
6615417cf18a366646f026b7,Angela Castro,Mike Johnson,React Native,pending
6615417cf18a366646f026b8,Tara Smith,Stephen Lawson DVM,AWS,deny
6615417cf18a366646f026b9,Sarah Bennett,David Howard,Project Mgmt,pending
6615417cf18a366646f026ba,Sarah Bennett,Julie Fleming,Snowflake,deny
6615417cf18a366646f026bb,Timothy Coleman,David Payne,Angular,pending
6615417cf18a366646f026bc,Jason Ibarra,Lori Acosta,Power BI,pending
6615417cf18a366646f026bd,Madeline Price DVM,Kyle Ray,Slides,deny
6615417cf18a366646f026be,Laurie Leon,Amanda Gibson,Power BI,approved
6615417cf18a366646f026bf,Amy Maxwell,Larry Romero,Alteryx,approved
6615417cf18a366646f026c0,James Cross Jr.,Janet Burch,Project Mgmt,pending
6615417cf18a366646f026c1,Peter Erickson,Ruth Gill,Alteryx,deny
6615417cf18a366646f026c2,Russell Campbell,Jason Warner,React,approved
6615417cf18a366646f026c3,Robert Gallagher,Benjamin Cruz,Alteryx,approved
6615417cf18a366646f026c4,Walter Lawson,Cassie Erickson,React,pending
6615417cf18a366646f026c5,Becky Holt,Laurie Leon,Python,deny
6615417cf18a366646f026c6,Steven Trevino,Michael Sawyer,Project Mgmt,deny
6615417cf18a366646f026c7,Angel Hodges,Mrs. Debra Miller MD,ADF,approved
6615417cf18a366646f026c8,Tiffany Meyer,Christian Edwards,Power BI,approved
6615417cf18a366646f026c9,Julie Graham,Sherry Stanley,Alteryx,pending
6615417cf18a366646f026ca,Steven Trevino,Barbara Davis,Slides,deny
6615417cf18a366646f026cb,Richard Garcia,Ryan Jacobs,Alteryx,approved
6615417cf18a366646f026cc,Andrew Hansen,Henry Hall,React,approved
6615417cf18a366646f026cd,Robert Holmes,Richard Wilkins,AWS,deny
6615417cf18a366646f026ce,Melissa Gross,Laura Miller,ADF,pending
6615417cf18a366646f026cf,Crystal Solis,Brandi West,Alteryx,approved
6615417cf18a366646f026d0,Jacob Jackson,Victor Bowman,Power BI,deny
6615417cf18a366646f026d1,Matthew Vaughn,Paul Warren,Snowflake,deny
6615417cf18a366646f026d2,Mackenzie Sanchez,Joshua Johnston,Power BI,pending
6615417cf18a366646f026d3,Laurie Hamilton,Anthony Sanchez,ADF,pending
6615417cf18a366646f026d4,Rose Knight,Nicole Hicks,AWS Lambda,approved
6615417df18a366646f026d5,Victoria Henson,Michael Stokes,Power BI,deny
6615417df18a366646f026d6,Dustin Frazier,Brenda Patterson,Alteryx,approved
6615417df18a366646f026d7,Henry Smith,Marie Watson,AWS,approved
6615417df18a366646f026d8,Monica Gomez,Kelsey Peck PhD,AWS Lambda,pending
6615417df18a366646f026d9,Cindy Lewis,Stephen Lawson DVM,Slides,approved
6615417df18a366646f026da,Gabrielle Morrow,Michael Wolfe,Presenting,pending
6615417df18a366646f026db,Lisa Cervantes,Tyler Henderson,ADF,deny
6615417df18a366646f026dc,Patricia Winters,Keith Greene,Power BI,pending
6615417df18a366646f026dd,Ryan Gonzalez,Jeffrey White,Snowflake,approved
6615417df18a366646f026de,Sarah Gonzalez,Casey Johnson,Power BI,pending
6615417df18a366646f026df,Todd Atkins,Russell Campbell,Project Mgmt,approved
